year,category,name_of_work,staff_members
,BEST PICTURE,12 Years a Slave,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers"
,BEST PICTURE,The Wolf of Wall Street,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers"
,SHORT FILM (Animated),Feral,Daniel Sousa and Dan Golden
,SHORT FILM (Animated),Get a Horse!,Lauren MacMullan and Dorothy McKim
,SHORT FILM (Animated),Mr. Hublot,Laurent Witz and Alexandre Espigares
,SHORT FILM (Animated),Possessions,Shuhei Morita
,SHORT FILM (Animated),Room on the Broom,Max Lang and Jan Lachauer
,SHORT FILM (Live Action),Aquel No Era Yo (That Wasn't Me),Esteban Crespo
,SHORT FILM (Live Action),Avant Que De Tout Perdre (Just before Losing Everything),Xavier Legrand and Alexandre Gavras
,SHORT FILM (Live Action),Helium,Anders Walter and Kim Magnusson
,SHORT FILM (Live Action),Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),Selma Vilhunen and Kirsikka Saari
,SHORT FILM (Live Action),The Voorman Problem,Mark Gill and Baldwin Li
,WRITING (Adapted Screenplay),Before Midnight,"Written by Richard Linklater, Julie Delpy, Ethan Hawke"
,WRITING (Adapted Screenplay),Captain Phillips,Screenplay by Billy Ray
,WRITING (Adapted Screenplay),Philomena,Screenplay by Steve Coogan and Jeff Pope
,WRITING (Adapted Screenplay),12 Years a Slave,Screenplay by John Ridley
,WRITING (Adapted Screenplay),The Wolf of Wall Street,Screenplay by Terence Winter
,WRITING (Original Screenplay),American Hustle,Written by Eric Warren Singer and David O. Russell
,WRITING (Original Screenplay),Blue Jasmine,Written by Woody Allen
,WRITING (Original Screenplay),Dallas Buyers Club,Written by Craig Borten & Melisa Wallack
,WRITING (Original Screenplay),Her,Written by Spike Jonze
,WRITING (Original Screenplay),Nebraska,Written by Bob Nelson
,ANIMATED FEATURE FILM,Big Hero 6,"Don Hall, Chris Williams and Roy Conli"
,ANIMATED FEATURE FILM,The Boxtrolls,"Anthony Stacchi, Graham Annable and Travis Knight"
,ANIMATED FEATURE FILM,How to Train Your Dragon 2,Dean DeBlois and Bonnie Arnold
,ANIMATED FEATURE FILM,Song of the Sea,Tomm Moore and Paul Young
,ANIMATED FEATURE FILM,The Tale of the Princess Kaguya,Isao Takahata and Yoshiaki Nishimura
,DIRECTING,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu
,DIRECTING,Boyhood,Richard Linklater
,DIRECTING,Foxcatcher,Bennett Miller
,DIRECTING,The Grand Budapest Hotel,Wes Anderson
,DIRECTING,The Imitation Game,Morten Tyldum
,DOCUMENTARY (Feature),CitizenFour,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky"
,DOCUMENTARY (Feature),Finding Vivian Maier,John Maloof and Charlie Siskel
,DOCUMENTARY (Feature),Last Days in Vietnam,Rory Kennedy and Keven McAlester
,DOCUMENTARY (Feature),The Salt of the Earth,"Wim Wenders, Juliano Ribeiro Salgado and David Rosier"
,DOCUMENTARY (Feature),Virunga,Orlando von Einsiedel and Joanna Natasegara
,DOCUMENTARY (Short Subject),Crisis Hotline: Veterans Press 1,Ellen Goosenberg Kent and Dana Perry
,DOCUMENTARY (Short Subject),Joanna,Aneta Kopacz
,DOCUMENTARY (Short Subject),Our Curse,Tomasz Sliwinski and Maciej Slesicki
,DOCUMENTARY (Short Subject),The Reaper (La Parka),Gabriel Serra Arguello
,DOCUMENTARY (Short Subject),White Earth,J. Christian Jensen
,DOCUMENTARY (Short Subject),Ida,Poland
,DOCUMENTARY (Short Subject),Leviathan,Russia
,DOCUMENTARY (Short Subject),Tangerines,Estonia
,DOCUMENTARY (Short Subject),Timbuktu,Mauritania
,DOCUMENTARY (Short Subject),Wild Tales,Argentina
,MUSIC (Original Score),The Grand Budapest Hotel,Alexandre Desplat
,MUSIC (Original Score),The Imitation Game,Alexandre Desplat
,MUSIC (Original Score),Interstellar,Hans Zimmer
,MUSIC (Original Score),Mr. Turner,Gary Yershon
,MUSIC (Original Score),The Theory of Everything,Jóhann Jóhannsson
,MUSIC (Original Song),"""Everything Is Awesome"" from The Lego Movie",Music and Lyric by Shawn Patterson
,MUSIC (Original Song),"""Glory"" from Selma",Music and Lyric by John Stephens and Lonnie Lynn
,MUSIC (Original Song),"""Grateful"" from Beyond the Lights",Music and Lyric by Diane Warren
,MUSIC (Original Song),"""I'm Not Gonna Miss You"" from Glen Campbell...I'll Be Me",Music and Lyric by Glen Campbell and Julian Raymond
,MUSIC (Original Song),"""Lost Stars"" from Begin Again",Music and Lyric by Gregg Alexander and Danielle Brisebois
,BEST PICTURE,American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers"
,BEST PICTURE,Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers"
,BEST PICTURE,Boyhood,"Richard Linklater and Cathleen Sutherland, Producers"
,BEST PICTURE,The Grand Budapest Hotel,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers"
,BEST PICTURE,The Imitation Game,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers"
,BEST PICTURE,Selma,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers"
,BEST PICTURE,The Theory of Everything,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers"
,BEST PICTURE,Whiplash,"Jason Blum, Helen Estabrook and David Lancaster, Producers"
,SHORT FILM (Animated),The Bigger Picture,Daisy Jacobs and Christopher Hees
,SHORT FILM (Animated),The Dam Keeper,Robert Kondo and Dice Tsutsumi
,SHORT FILM (Animated),Feast,Patrick Osborne and Kristina Reed
,SHORT FILM (Animated),Me and My Moulton,Torill Kove
,SHORT FILM (Animated),A Single Life,Joris Oprins
,SHORT FILM (Live Action),Aya,Oded Binnun and Mihal Brezis
,SHORT FILM (Live Action),Boogaloo and Graham,Michael Lennox and Ronan Blaney
,SHORT FILM (Live Action),Butter Lamp (La Lampe Au Beurre De Yak),Hu Wei and Julien Féret
,SHORT FILM (Live Action),Parvaneh,Talkhon Hamzavi and Stefan Eichenberger
,SHORT FILM (Live Action),The Phone Call,Mat Kirkby and James Lucas
,WRITING (Adapted Screenplay),American Sniper,Written by Jason Hall
,WRITING (Adapted Screenplay),The Imitation Game,Written by Graham Moore
,WRITING (Adapted Screenplay),Inherent Vice,Written for the screen by Paul Thomas Anderson
,WRITING (Adapted Screenplay),The Theory of Everything,Screenplay by Anthony McCarten
,WRITING (Adapted Screenplay),Whiplash,Written by Damien Chazelle
,WRITING (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo"
,WRITING (Original Screenplay),Boyhood,Written by Richard Linklater
,WRITING (Original Screenplay),Foxcatcher,Written by E. Max Frye and Dan Futterman
,WRITING (Original Screenplay),The Grand Budapest Hotel,Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness
,WRITING (Original Screenplay),Nightcrawler,Written by Dan Gilroy
,ANIMATED FEATURE FILM,Anomalisa,"Charlie Kaufman, Duke Johnson and Rosa Tran"
,ANIMATED FEATURE FILM,Boy and the World,Alê Abreu
,ANIMATED FEATURE FILM,Inside Out,Pete Docter and Jonas Rivera
,ANIMATED FEATURE FILM,Shaun the Sheep Movie,Mark Burton and Richard Starzak
,ANIMATED FEATURE FILM,When Marnie Was There,Hiromasa Yonebayashi and Yoshiaki Nishimura
,DIRECTING,The Big Short,Adam McKay
,DIRECTING,Mad Max: Fury Road,George Miller
,DIRECTING,The Revenant,Alejandro G. Iñárritu
,DIRECTING,Room,Lenny Abrahamson
,DIRECTING,Spotlight,Tom McCarthy
,DOCUMENTARY (Feature),Amy,Asif Kapadia and James Gay-Rees
,DOCUMENTARY (Feature),Cartel Land,Matthew Heineman and Tom Yellin
,DOCUMENTARY (Feature),The Look of Silence,Joshua Oppenheimer and Signe Byrge Sørensen
,DOCUMENTARY (Feature),"What Happened, Miss Simone?","Liz Garbus, Amy Hobby and Justin Wilkes"
,DOCUMENTARY (Feature),Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky and Den Tolmor
,DOCUMENTARY (Short Subject),Body Team 12,David Darg and Bryn Mooser
,DOCUMENTARY (Short Subject),"Chau, beyond the Lines",Courtney Marsh and Jerry Franck
,DOCUMENTARY (Short Subject),Claude Lanzmann: Spectres of the Shoah,Adam Benzine
,DOCUMENTARY (Short Subject),A Girl in the River: The Price of Forgiveness,Sharmeen Obaid-Chinoy
,DOCUMENTARY (Short Subject),Last Day of Freedom,Dee Hibbert-Jones and Nomi Talisman
,DOCUMENTARY (Short Subject),Embrace of the Serpent,Colombia
,DOCUMENTARY (Short Subject),Mustang,France
,DOCUMENTARY (Short Subject),Son of Saul,Hungary
,DOCUMENTARY (Short Subject),Theeb,Jordan
,DOCUMENTARY (Short Subject),A War,Denmark
,MUSIC (Original Score),Bridge of Spies,Thomas Newman
,MUSIC (Original Score),Carol,Carter Burwell
,MUSIC (Original Score),The Hateful Eight,Ennio Morricone
,MUSIC (Original Score),Sicario,Jóhann Jóhannsson
,MUSIC (Original Score),Star Wars: The Force Awakens,John Williams
,MUSIC (Original Song),"""Earned It"" from Fifty Shades of Grey","Music and Lyric by The Weeknd, Ahmad Balshe, Jason Quenneville and Stephan Moccio"
,MUSIC (Original Song),"""Manta Ray"" from Racing Extinction",Music by J. Ralph; Lyric by Anohni
,MUSIC (Original Song),"""Simple Song #3"" from Youth",Music and Lyric by David Lang
,MUSIC (Original Song),"""Til It Happens To You"" from The Hunting Ground",Music and Lyric by Diane Warren and Lady Gaga
,MUSIC (Original Song),"""Writing's On The Wall"" from Spectre",Music and Lyric by Jimmy Napes and Sam Smith
,BEST PICTURE,The Big Short,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers"
,BEST PICTURE,Bridge of Spies,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers"
,BEST PICTURE,Brooklyn,"Finola Dwyer and Amanda Posey, Producers"
,BEST PICTURE,Mad Max: Fury Road,"Doug Mitchell and George Miller, Producers"
,BEST PICTURE,The Martian,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers"
,BEST PICTURE,The Revenant,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers"
,BEST PICTURE,Room,"Ed Guiney, Producer"
,BEST PICTURE,Spotlight,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers"
,SHORT FILM (Animated),Bear Story,Gabriel Osorio and Pato Escala
,SHORT FILM (Animated),Prologue,Richard Williams and Imogen Sutton
,SHORT FILM (Animated),Sanjay's Super Team,Sanjay Patel and Nicole Grindle
,SHORT FILM (Animated),We Can't Live without Cosmos,Konstantin Bronzit
,SHORT FILM (Animated),World of Tomorrow,Don Hertzfeldt
,SHORT FILM (Live Action),Ave Maria,Basil Khalil and Eric Dupont
,SHORT FILM (Live Action),Day One,Henry Hughes
,SHORT FILM (Live Action),Everything Will Be Okay (Alles Wird Gut),Patrick Vollrath
,SHORT FILM (Live Action),Shok,Jamie Donoughue
,SHORT FILM (Live Action),Stutterer,Benjamin Cleary and Serena Armitage
,WRITING (Adapted Screenplay),The Big Short,Screenplay by Charles Randolph and Adam McKay
,WRITING (Adapted Screenplay),Brooklyn,Screenplay by Nick Hornby
,WRITING (Adapted Screenplay),Carol,Screenplay by Phyllis Nagy
,WRITING (Adapted Screenplay),The Martian,Screenplay by Drew Goddard
,WRITING (Adapted Screenplay),Room,Screenplay by Emma Donoghue
,WRITING (Original Screenplay),Bridge of Spies,Written by Matt Charman and Ethan Coen & Joel Coen
,WRITING (Original Screenplay),Ex Machina,Written by Alex Garland
,WRITING (Original Screenplay),Inside Out,"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen"
,WRITING (Original Screenplay),Spotlight,Written by Josh Singer & Tom McCarthy
,WRITING (Original Screenplay),Straight Outta Compton,Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff
,ANIMATED FEATURE FILM,Kubo and the Two Strings,Travis Knight and Arianne Sutner
,ANIMATED FEATURE FILM,Moana,"John Musker, Ron Clements and Osnat Shurer"
,ANIMATED FEATURE FILM,My Life as a Zucchini,Claude Barras and Max Karli
,ANIMATED FEATURE FILM,The Red Turtle,Michael Dudok de Wit and Toshio Suzuki
,ANIMATED FEATURE FILM,Zootopia,"Byron Howard, Rich Moore and Clark Spencer"
,DIRECTING,Arrival,Denis Villeneuve
,DIRECTING,Hacksaw Ridge,Mel Gibson
,DIRECTING,La La Land,Damien Chazelle
,DIRECTING,Manchester by the Sea,Kenneth Lonergan
,DIRECTING,Moonlight,Barry Jenkins
,DOCUMENTARY (Feature),Fire at Sea,Gianfranco Rosi and Donatella Palermo
,DOCUMENTARY (Feature),I Am Not Your Negro,"Raoul Peck, Rémi Grellety and Hébert Peck"
,DOCUMENTARY (Feature),"Life, Animated",Roger Ross Williams and Julie Goldman
,DOCUMENTARY (Feature),O.J.: Made in America,Ezra Edelman and Caroline Waterlow
,DOCUMENTARY (Feature),13th,"Ava DuVernay, Spencer Averick and Howard Barish"
,DOCUMENTARY (Short Subject),Extremis,Dan Krauss
,DOCUMENTARY (Short Subject),4.1 Miles,Daphne Matziaraki
,DOCUMENTARY (Short Subject),Joe's Violin,Kahane Cooperman and Raphaela Neihausen
,DOCUMENTARY (Short Subject),Watani: My Homeland,Marcel Mettelsiefen and Stephen Ellis
,DOCUMENTARY (Short Subject),The White Helmets,Orlando von Einsiedel and Joanna Natasegara
,DOCUMENTARY (Short Subject),Land of Mine,Denmark
,DOCUMENTARY (Short Subject),A Man Called Ove,Sweden
,DOCUMENTARY (Short Subject),The Salesman,Iran
,DOCUMENTARY (Short Subject),Tanna,Australia
,DOCUMENTARY (Short Subject),Toni Erdmann,Germany
,MUSIC (Original Score),Jackie,Mica Levi
,MUSIC (Original Score),La La Land,Justin Hurwitz
,MUSIC (Original Score),Lion,Dustin O'Halloran and Hauschka
,MUSIC (Original Score),Moonlight,Nicholas Britell
,MUSIC (Original Score),Passengers,Thomas Newman
,MUSIC (Original Song),"""Audition (The Fools Who Dream)"" from La La Land",Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul
,MUSIC (Original Song),"""Can't Stop The Feeling"" from Trolls","Music and Lyric by Justin Timberlake, Max Martin and Karl Johan Schuster"
,MUSIC (Original Song),"""City of Stars"" from La La Land",Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul
,MUSIC (Original Song),"""The Empty Chair"" from Jim: The James Foley Story",Music and Lyric by J. Ralph and Sting
,MUSIC (Original Song),"""How Far I'll Go"" from Moana",Music and Lyric by Lin-Manuel Miranda
,BEST PICTURE,Arrival,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers"
,BEST PICTURE,Fences,"Scott Rudin, Denzel Washington and Todd Black, Producers"
,BEST PICTURE,Hacksaw Ridge,"Bill Mechanic and David Permut, Producers"
,BEST PICTURE,Hell or High Water,"Carla Hacken and Julie Yorn, Producers"
,BEST PICTURE,Hidden Figures,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers"
,BEST PICTURE,La La Land,"Fred Berger, Jordan Horowitz and Marc Platt, Producers"
,BEST PICTURE,Lion,"Emile Sherman, Iain Canning and Angie Fielder, Producers"
,BEST PICTURE,Manchester by the Sea,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers"
,BEST PICTURE,Moonlight,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers"
,SHORT FILM (Animated),Blind Vaysha,Theodore Ushev
,SHORT FILM (Animated),Borrowed Time,Andrew Coats and Lou Hamou-Lhadj
,SHORT FILM (Animated),Pear Cider and Cigarettes,Robert Valley and Cara Speller
,SHORT FILM (Animated),Pearl,Patrick Osborne
,SHORT FILM (Animated),Piper,Alan Barillaro and Marc Sondheimer
,SHORT FILM (Live Action),Ennemis Intérieurs,Sélim Azzazi
,SHORT FILM (Live Action),La Femme et le TGV,Timo von Gunten and Giacun Caduff
,SHORT FILM (Live Action),Silent Nights,Aske Bang and Kim Magnusson
,SHORT FILM (Live Action),Sing,Kristof Deák and Anna Udvardy
,SHORT FILM (Live Action),Timecode,Juanjo Giménez
,WRITING (Adapted Screenplay),Arrival,Screenplay by Eric Heisserer
,WRITING (Adapted Screenplay),Fences,Screenplay by August Wilson
,WRITING (Adapted Screenplay),Hidden Figures,Screenplay by Allison Schroeder and Theodore Melfi
,WRITING (Adapted Screenplay),Lion,Screenplay by Luke Davies
,WRITING (Adapted Screenplay),Moonlight,Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney
,WRITING (Original Screenplay),Hell or High Water,Written by Taylor Sheridan
,WRITING (Original Screenplay),La La Land,Written by Damien Chazelle
,WRITING (Original Screenplay),The Lobster,"Written by Yorgos Lanthimos, Efthimis Filippou"
,WRITING (Original Screenplay),Manchester by the Sea,Written by Kenneth Lonergan
,WRITING (Original Screenplay),20th Century Women,Written by Mike Mills
,ANIMATED FEATURE FILM,The Boss Baby,Tom McGrath and Ramsey Naito
,ANIMATED FEATURE FILM,The Breadwinner,Nora Twomey and Anthony Leo
,ANIMATED FEATURE FILM,Coco,Lee Unkrich and Darla K. Anderson
,ANIMATED FEATURE FILM,Ferdinand,Carlos Saldanha and Lori Forte
,ANIMATED FEATURE FILM,Loving Vincent,"Dorota Kobiela, Hugh Welchman and Ivan Mactaggart"
,DIRECTING,Dunkirk,Christopher Nolan
,DIRECTING,Get Out,Jordan Peele
,DIRECTING,Lady Bird,Greta Gerwig
,DIRECTING,Phantom Thread,Paul Thomas Anderson
,DIRECTING,The Shape of Water,Guillermo del Toro
,DOCUMENTARY (Feature),Abacus: Small Enough to Jail,"Steve James, Mark Mitten and Julie Goldman"
,DOCUMENTARY (Feature),Faces Places,"Agnès Varda, JR and Rosalie Varda"
,DOCUMENTARY (Feature),Icarus,Bryan Fogel and Dan Cogan
,DOCUMENTARY (Feature),Last Men in Aleppo,"Feras Fayyad, Kareem Abeed and Søren Steen Jespersen"
,DOCUMENTARY (Feature),Strong Island,Yance Ford and Joslyn Barnes
,DOCUMENTARY (Short Subject),Edith+Eddie,Laura Checkoway and Thomas Lee Wright
,DOCUMENTARY (Short Subject),Heaven Is a Traffic Jam on the 405,Frank Stiefel
,DOCUMENTARY (Short Subject),Heroin(e),Elaine McMillion Sheldon and Kerrin Sheldon
,DOCUMENTARY (Short Subject),Knife Skills,Thomas Lennon
,DOCUMENTARY (Short Subject),Traffic Stop,Kate Davis and David Heilbroner
,DOCUMENTARY (Short Subject),A Fantastic Woman,Chile
,DOCUMENTARY (Short Subject),The Insult,Lebanon
,DOCUMENTARY (Short Subject),Loveless,Russia
,DOCUMENTARY (Short Subject),On Body and Soul,Hungary
,DOCUMENTARY (Short Subject),The Square,Sweden
,MUSIC (Original Score),Dunkirk,Hans Zimmer
,MUSIC (Original Score),Phantom Thread,Jonny Greenwood
,MUSIC (Original Score),The Shape of Water,Alexandre Desplat
,MUSIC (Original Score),Star Wars: The Last Jedi,John Williams
,MUSIC (Original Score),"Three Billboards outside Ebbing, Missouri",Carter Burwell
,MUSIC (Original Song),"""Mighty River"" from Mudbound","Music and Lyric by Mary J. Blige, Raphael Saadiq and Taura Stinson"
,MUSIC (Original Song),"""Mystery Of Love"" from Call Me by Your Name",Music and Lyric by Sufjan Stevens
,MUSIC (Original Song),"""Remember Me"" from Coco",Music and Lyric by Kristen Anderson-Lopez and Robert Lopez
,MUSIC (Original Song),"""Stand Up For Something"" from Marshall",Music by Diane Warren; Lyric by Lonnie R. Lynn and Diane Warren
,MUSIC (Original Song),"""This Is Me"" from The Greatest Showman",Music and Lyric by Benj Pasek and Justin Paul
,BEST PICTURE,Call Me by Your Name,"Peter Spears, Luca Guadagnino, Emilie Georges and Marco Morabito, Producers"
,BEST PICTURE,Darkest Hour,"Tim Bevan, Eric Fellner, Lisa Bruce, Anthony McCarten and Douglas Urbanski, Producers"
,BEST PICTURE,Dunkirk,"Emma Thomas and Christopher Nolan, Producers"
,BEST PICTURE,Get Out,"Sean McKittrick, Jason Blum, Edward H. Hamm Jr. and Jordan Peele, Producers"
,BEST PICTURE,Lady Bird,"Scott Rudin, Eli Bush and Evelyn O'Neill, Producers"
,BEST PICTURE,Phantom Thread,"JoAnne Sellar, Paul Thomas Anderson, Megan Ellison and Daniel Lupi, Producers"
,BEST PICTURE,The Post,"Amy Pascal, Steven Spielberg and Kristie Macosko Krieger, Producers"
,BEST PICTURE,The Shape of Water,"Guillermo del Toro and J. Miles Dale, Producers"
,BEST PICTURE,"Three Billboards outside Ebbing, Missouri","Graham Broadbent, Pete Czernin and Martin McDonagh, Producers"
,SHORT FILM (Animated),Dear Basketball,Glen Keane and Kobe Bryant
,SHORT FILM (Animated),Garden Party,Victor Caire and Gabriel Grapperon
,SHORT FILM (Animated),Lou,Dave Mullins and Dana Murray
,SHORT FILM (Animated),Negative Space,Max Porter and Ru Kuwahata
,SHORT FILM (Animated),Revolting Rhymes,Jakob Schuh and Jan Lachauer
,SHORT FILM (Live Action),DeKalb Elementary,Reed Van Dyk
,SHORT FILM (Live Action),The Eleven O'Clock,Derin Seale and Josh Lawson
,SHORT FILM (Live Action),My Nephew Emmett,"Kevin Wilson, Jr."
,SHORT FILM (Live Action),The Silent Child,Chris Overton and Rachel Shenton
,SHORT FILM (Live Action),Watu Wote/All of Us,Katja Benrath and Tobias Rosen
,WRITING (Adapted Screenplay),Call Me by Your Name,Screenplay by James Ivory
,WRITING (Adapted Screenplay),The Disaster Artist,Screenplay by Scott Neustadter & Michael H. Weber
,WRITING (Adapted Screenplay),Logan,Screenplay by Scott Frank & James Mangold and Michael Green; Story by James Mangold
,WRITING (Adapted Screenplay),Molly's Game,Written for the screen by Aaron Sorkin
,WRITING (Adapted Screenplay),Mudbound,Screenplay by Virgil Williams and Dee Rees
,WRITING (Original Screenplay),The Big Sick,Written by Emily V. Gordon & Kumail Nanjiani
,WRITING (Original Screenplay),Get Out,Written by Jordan Peele
,WRITING (Original Screenplay),Lady Bird,Written by Greta Gerwig
,WRITING (Original Screenplay),The Shape of Water,Screenplay by Guillermo del Toro & Vanessa Taylor; Story by Guillermo del Toro
,WRITING (Original Screenplay),"Three Billboards outside Ebbing, Missouri",Written by Martin McDonagh
,ANIMATED FEATURE FILM,Incredibles 2,"Brad Bird, John Walker and Nicole Paradis Grindle"
,ANIMATED FEATURE FILM,Isle of Dogs,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson"
,ANIMATED FEATURE FILM,Mirai,Mamoru Hosoda and Yuichiro Saito
,ANIMATED FEATURE FILM,Ralph Breaks the Internet,"Rich Moore, Phil Johnston and Clark Spencer"
,ANIMATED FEATURE FILM,Spider-Man: Into the Spider-Verse,"Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord and Christopher Miller"
,DIRECTING,BlacKkKlansman,Spike Lee
,DIRECTING,Cold War,Pawel Pawlikowski
,DIRECTING,The Favourite,Yorgos Lanthimos
,DIRECTING,Roma,Alfonso Cuarón
,DIRECTING,Vice,Adam McKay
,DOCUMENTARY (Feature),Free Solo,"Elizabeth Chai Vasarhelyi, Jimmy Chin, Evan Hayes and Shannon Dill"
,DOCUMENTARY (Feature),"Hale County This Morning, This Evening","RaMell Ross, Joslyn Barnes and Su Kim"
,DOCUMENTARY (Feature),Minding the Gap,Bing Liu and Diane Quon
,DOCUMENTARY (Feature),Of Fathers and Sons,"Talal Derki, Ansgar Frerich, Eva Kemme and Tobias N. Siebert"
,DOCUMENTARY (Feature),RBG,Betsy West and Julie Cohen
,DOCUMENTARY (Short Subject),Black Sheep,Ed Perkins and Jonathan Chinn
,DOCUMENTARY (Short Subject),End Game,Rob Epstein and Jeffrey Friedman
,DOCUMENTARY (Short Subject),Lifeboat,Skye Fitzgerald and Bryn Mooser
,DOCUMENTARY (Short Subject),A Night at The Garden,Marshall Curry
,DOCUMENTARY (Short Subject),Period. End of Sentence.,Rayka Zehtabchi and Melissa Berton
,DOCUMENTARY (Short Subject),Capernaum,Lebanon
,DOCUMENTARY (Short Subject),Cold War,Poland
,DOCUMENTARY (Short Subject),Never Look Away,Germany
,DOCUMENTARY (Short Subject),Roma,Mexico
,DOCUMENTARY (Short Subject),Shoplifters,Japan
,MUSIC (Original Score),Black Panther,Ludwig Goransson
,MUSIC (Original Score),BlacKkKlansman,Terence Blanchard
,MUSIC (Original Score),If Beale Street Could Talk,Nicholas Britell
,MUSIC (Original Score),Isle of Dogs,Alexandre Desplat
,MUSIC (Original Score),Mary Poppins Returns,Marc Shaiman
,MUSIC (Original Song),"""All The Stars"" from Black Panther","Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith"
,MUSIC (Original Song),"""I'll Fight"" from RBG",Music and Lyric by Diane Warren
,MUSIC (Original Song),"""The Place Where Lost Things Go"" from Mary Poppins Returns",Music by Marc Shaiman; Lyric by Scott Wittman and Marc Shaiman
,MUSIC (Original Song),"""Shallow"" from A Star Is Born","Music and Lyric by Lady Gaga, Mark Ronson, Anthony Rossomando and Andrew Wyatt"
,MUSIC (Original Song),"""When A Cowboy Trades His Spurs For Wings"" from The Ballad of Buster Scruggs",Music and Lyric by Gillian Welch and David Rawlings
,BEST PICTURE,Black Panther,"Kevin Feige, Producer"
,BEST PICTURE,BlacKkKlansman,"Sean McKittrick, Jason Blum, Raymond Mansfield, Jordan Peele and Spike Lee, Producers"
,BEST PICTURE,Bohemian Rhapsody,"Graham King, Producer"
,BEST PICTURE,The Favourite,"Ceci Dempsey, Ed Guiney, Lee Magiday and Yorgos Lanthimos, Producers"
,BEST PICTURE,Green Book,"Jim Burke, Charles B. Wessler, Brian Currie, Peter Farrelly and Nick Vallelonga, Producers"
,BEST PICTURE,Roma,"Gabriela Rodríguez and Alfonso Cuarón, Producers"
,BEST PICTURE,A Star Is Born,"Bill Gerber, Bradley Cooper and Lynette Howell Taylor, Producers"
,BEST PICTURE,Vice,"Dede Gardner, Jeremy Kleiner, Adam McKay and Kevin Messick, Producers"
,SHORT FILM (Animated),Animal Behaviour,Alison Snowden and David Fine
,SHORT FILM (Animated),Bao,Domee Shi and Becky Neiman-Cobb
,SHORT FILM (Animated),Late Afternoon,Louise Bagnall and Nuria González Blanco
,SHORT FILM (Animated),One Small Step,Andrew Chesworth and Bobby Pontillas
,SHORT FILM (Animated),Weekends,Trevor Jimenez
,SHORT FILM (Live Action),Detainment,Vincent Lambe and Darren Mahon
,SHORT FILM (Live Action),Fauve,Jeremy Comte and Maria Gracia Turgeon
,SHORT FILM (Live Action),Marguerite,Marianne Farley and Marie-Hélène Panisset
,SHORT FILM (Live Action),Mother,Rodrigo Sorogoyen and María del Puy Alvarado
,SHORT FILM (Live Action),Skin,Guy Nattiv and Jaime Ray Newman
,WRITING (Adapted Screenplay),The Ballad of Buster Scruggs,Written by Joel Coen & Ethan Coen
,WRITING (Adapted Screenplay),BlacKkKlansman,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee
,WRITING (Adapted Screenplay),Can You Ever Forgive Me?,Screenplay by Nicole Holofcener and Jeff Whitty
,WRITING (Adapted Screenplay),If Beale Street Could Talk,Written for the screen by Barry Jenkins
